"personid","sex","Birthyeargroup","ethnicity"
"272611","0","15","1"
"207243","1","15","1"
"319431","1","23","1"
"413025","0","18","1"
"52764","1","16","1"
"443447","1","17","1"
"307852","0","12","1"
"80274","1","20","1"
"186292","0","22","1"
"442070","1","12","1"
"361950","1","10","1"
"255732","1","19","1"
"259199","1","16","1"
"421818","1","14","1"
"300151","0","13","1"
"368110","0","5","1"
"238335","1","14","1"
"232399","1","17","1"
"245878","1","13","1"
"151913","1","15","1"
"64090","0","13","1"
"445341","1","13","1"
"85836","1","14","1"
"166276","0","18","1"
"35714","0","16","1"
"119602","0","9","1"
"252818","1","19","1"
"77793","1","16","1"
"336347","1","14","1"
"329279","0","12","1"
"243275","0","9","1"
"441332","0","14","1"
"70652","1","14","1"
"134994","0","21","1"
"304643","1","14","1"
"98105","1","12","1"
"186251","1","13","1"
"225298","0","13","1"
"242146","0","8","1"
"221863","1","13","1"
"449748","1","11","1"
"28889","1","13","0"
"113333","1","13","1"
"393861","0","16","1"
"64025","0","12","1"
"261285","0","10","1"
"260462","0","18","1"
"19966","1","12","1"
"223012","1","22","1"
"301861","0","14","1"
"178146","1","11","1"
"182625","0","16","1"
"61636","0","9","1"
"445296","0","17","1"
"374690","1","15","1"
"304258","0","17","1"
"223620","0","11","1"
"261212","0","22","1"
"312047","0","15","1"
"174512","0","24","1"
"459256","1","10","1"
"19450","1","20","1"
"384579","1","17","1"
"394761","1","6","1"
"239701","1","15","1"
"240782","1","15","1"
"266323","0","13","1"
"274465","1","9","1"
"199470","1","15","1"
"355705","0","12","1"
"353561","1","21","1"
"372364","0","11","1"
"207218","0","10","1"
"98317","0","13","1"
"24222","1","15","1"
"167742","0","11","1"
"386645","1","15","1"
"333549","1","14","1"
"313409","0","15","1"
"201808","0","14","1"
"113712","0","19","1"
"323471","1","15","1"
"383880","0","13","1"
"28162","1","14","1"
"116755","0","16","1"
"65544","0","14","1"
"445363","0","13","1"
"268264","1","16","0"
"255606","0","15","1"
"271001","0","7","1"
"303943","0","11","1"
"426727","0","15","1"
"148841","0","18","1"
"17874","0","11","1"
"155103","1","16","1"
"82278","0","18","1"
"558","1","13","1"
"162936","1","12","1"
"373826","0","23","1"
"72746","1","14","1"
"314207","0","14","1"
"16019","0","15","1"
"275932","1","14","1"
"350470","1","8","1"
"405313","1","12","1"
"106000","1","7","1"
"396397","0","10","1"
"122305","1","13","1"
"252565","1","8","1"
"155496","1","12","1"
"153479","0","16","1"
"92921","0","14","1"
"187193","1","16","1"
"407930","0","21","1"
"194454","1","13","0"
"61909","0","14","1"
"401664","1","11","1"
"364417","1","22","1"
"109059","0","18","1"
"120745","1","12","1"
"247739","1","10","1"
"81989","1","11","1"
"328676","0","14","1"
"89462","0","12","1"
"447309","1","10","1"
"271541","1","6","1"
"168294","0","24","1"
"159139","0","6","1"
"165744","0","8","1"
"131986","0","22","1"
"148104","0","10","1"
"77316","0","19","1"
"225252","0","17","0"
"23285","0","7","1"
"388187","1","14","1"
"307669","1","16","1"
"320808","0","8","1"
"357842","0","11","1"
"307018","1","11","1"
"38741","0","21","1"
"242880","1","15","1"
"383458","1","22","1"
"116149","1","23","1"
"194784","1","8","1"
"281840","1","17","1"
"75332","1","15","1"
"435146","1","17","1"
"25759","0","8","1"
"222407","1","13","1"
"209686","1","13","1"
"315526","0","11","1"
"313569","0","15","1"
"369821","1","22","1"
"62262","0","9","1"
"37661","0","9","1"
"120193","0","14","1"
"303864","0","16","1"
"141575","0","10","1"
"104533","1","21","1"
"59295","1","15","1"
"267227","1","12","1"
"201766","1","14","1"
"459161","0","20","1"
"64278","0","9","1"
"207726","0","8","1"
"49791","0","10","1"
"16269","0","12","1"
"387405","1","10","1"
"262498","1","9","1"
"211148","1","14","1"
"277414","0","15","1"
"450162","0","16","1"
"106444","1","12","1"
"453434","1","21","1"
"89961","0","15","1"
"113220","1","18","1"
"15100","1","9","1"
"139225","1","13","1"
"91326","0","15","1"
"216725","0","17","1"
"339458","0","16","1"
"109391","0","16","1"
"39995","1","13","1"
"395213","0","16","1"
"70394","1","20","1"
"270143","0","14","1"
"381273","0","14","1"
"404985","1","8","1"
"327333","0","8","1"
"322763","1","4","1"
"412377","1","9","1"
"17570","0","17","1"
"182709","1","7","1"
"70139","1","14","1"
"45012","0","15","1"
"305486","1","16","1"
"344181","0","13","1"
"144742","1","11","1"
"236147","1","18","1"
"91630","1","17","1"
"218290","1","13","1"
"360728","1","15","1"
"285540","0","20","1"
"107328","0","22","1"
"419239","0","8","1"
"223697","0","8","1"
"244773","1","6","1"
"458350","0","7","1"
"64988","1","9","1"
"318769","1","10","1"
"330154","0","13","1"
"237921","0","7","1"
"288572","0","11","1"
"76315","0","8","1"
"219792","0","15","1"
"62459","0","18","1"
"237842","0","15","1"
"337788","1","14","1"
"1206","0","13","1"
"262935","1","12","1"
"366020","0","13","1"
"441051","1","9","1"
"208123","0","16","1"
"131355","1","13","1"
"55104","1","10","1"
"191645","0","18","1"
"216514","0","14","1"
"3660","0","13","1"
"204999","0","15","1"
"21184","0","20","1"
"283796","1","9","1"
"159804","1","14","1"
"115683","1","12","1"
"312323","1","14","1"
"372378","0","11","1"
"183487","0","15","1"
"147847","0","11","1"
"178145","0","11","1"
"95589","1","8","1"
"290116","0","13","1"
"217326","1","13","1"
"30892","1","19","1"
"253969","1","21","1"
"239470","0","11","1"
"376137","0","6","1"
"193856","0","15","1"
"359109","0","13","1"
"19505","0","14","1"
"266012","1","14","1"
"125158","1","15","1"
"87128","0","16","1"
"177327","0","9","1"
"41769","1","14","1"
"281351","1","16","1"
"141705","1","13","1"
"312539","1","9","1"
"11708","0","17","1"
"38432","1","14","1"
"362461","1","15","1"
"353924","1","10","1"
"348995","1","16","1"
"241113","0","9","1"
"35586","0","18","1"
"183858","1","12","1"
"223306","1","16","1"
"436285","0","14","1"
"79048","1","15","1"
"14433","0","15","1"
"112607","1","15","1"
"254372","0","15","1"
"281394","1","18","0"
"448268","1","16","1"
"356619","0","13","1"
"99994","0","11","1"
"9753","1","13","1"
"115672","1","12","1"
"341195","0","17","1"
"383064","0","13","1"
"93939","1","14","1"
"160026","0","13","1"
"154906","1","20","1"
"362681","1","7","1"
"61833","0","17","1"
"438187","1","16","1"
"64957","0","16","1"
"174699","1","17","1"
"390552","0","14","1"
"384375","0","17","1"
"212607","1","18","1"
"188596","0","18","1"
"400850","0","23","1"
"414070","0","16","1"
"210091","1","21","1"
"455470","1","19","1"
"384381","1","12","1"
"204445","1","13","1"
"24603","1","19","0"
"297175","1","21","1"
"422558","0","10","1"
"182158","0","6","1"
"21007","0","8","1"
"428020","0","22","1"
"301046","1","16","1"
"33647","0","15","1"
"153313","0","17","1"
"295735","1","13","0"
"267217","0","17","1"
"83973","1","11","1"
"173323","1","15","1"
"16223","0","6","1"
"112814","1","11","1"
"242876","1","18","1"
"142600","1","15","0"
"49335","0","10","1"
"37408","1","19","0"
"243203","0","15","1"
"186264","0","12","1"
"265193","1","23","1"
"199255","0","14","1"
"68883","0","16","1"
"98100","0","21","1"
"202835","1","15","1"
"179047","1","14","1"
"129560","0","10","1"
"107573","1","20","1"
"410303","0","15","1"
"414552","1","6","1"
"154823","1","16","1"
"342848","1","23","1"
"378448","0","9","1"
"433326","1","20","1"
"291541","1","9","1"
"453117","1","16","1"
"403543","1","16","1"
"398094","1","13","1"
"174857","1","13","1"
"247168","0","16","1"
"228933","0","9","1"
"106967","1","11","1"
"101393","1","14","1"
"67909","1","13","1"
"421744","0","22","1"
"367389","1","12","1"
"67272","1","14","1"
"416138","0","15","1"
"25205","0","11","1"
"49856","1","15","1"
"11620","1","13","1"
"454375","1","11","1"
"138133","0","20","1"
"108589","0","6","1"
"458574","0","15","1"
"323344","1","15","1"
"11117","1","11","1"
"324150","1","14","1"
"110138","1","10","1"
"113705","0","19","1"
"58351","0","8","1"
"437824","1","20","1"
"84691","0","11","1"
"281758","0","9","1"
"122325","0","15","1"
"221409","0","13","1"
"76890","1","22","1"
"325115","0","15","1"
"69416","0","9","1"
"6307","0","9","1"
"55538","1","15","1"
"218445","0","21","1"
"374862","1","12","1"
"156075","1","14","1"
"260403","1","11","1"
"393082","1","9","1"
"26076","1","15","1"
"353864","1","12","1"
"437934","0","17","1"
"267988","1","11","1"
"72764","0","14","1"
"341639","1","6","1"
"290021","0","14","1"
"161788","1","9","1"
"158721","0","9","1"
"99882","1","8","1"
"308809","1","12","1"
"387037","1","12","1"
"359117","1","16","1"
"138659","0","18","1"
"11686","0","7","1"
"319614","1","6","1"
"322450","0","20","1"
"323641","1","20","1"
"78420","0","15","1"
"329863","0","11","1"
"267777","0","17","1"
"221902","0","14","1"
"338928","1","14","1"
"28481","1","15","1"
"240293","0","11","1"
"235283","0","13","1"
"421448","1","9","1"
"71666","0","12","1"
"446247","0","7","1"
"269197","1","11","1"
"452953","0","23","1"
"337067","1","16","1"
"363834","0","11","1"
"372544","1","16","1"
"117037","0","8","1"
"161769","1","13","1"
"306603","1","10","1"
"385928","0","17","1"
"251700","0","8","1"
"308966","0","18","1"
"281472","0","9","1"
"435183","0","20","1"
"460607","0","14","1"
"318175","1","12","1"
"453340","1","13","1"
"321293","0","14","1"
"216004","0","22","1"
"201986","1","6","1"
"369007","0","12","1"
"327473","1","16","1"
"133528","0","9","1"
"92696","1","12","1"
"32211","0","16","1"
"28476","0","16","1"
"406833","0","17","1"
"117288","1","18","1"
"86876","0","14","1"
"232555","0","21","1"
"18873","0","15","1"
"157945","1","14","1"
"19845","1","16","1"
"58066","1","13","1"
"35845","1","15","1"
"121490","0","9","1"
"277484","0","8","1"
"198283","1","17","1"
"375948","0","15","1"
"167360","0","13","1"
"65905","1","15","1"
"16693","1","15","1"
"43413","0","15","1"
"142822","1","9","1"
"144671","0","10","1"
"222692","0","11","1"
"279492","0","9","1"
"23164","1","14","1"
"44366","0","16","1"
"220627","1","17","1"
"376447","1","18","1"
"268674","1","13","1"
"96930","0","11","1"
"426035","1","17","1"
"157747","1","12","1"
"323979","1","12","1"
"276977","0","12","1"
"198736","0","14","1"
"277212","0","9","1"
"431777","0","9","1"
"79289","0","10","1"
"452976","0","19","1"
"455987","1","17","1"
"28490","1","7","1"
"411788","1","13","1"
"153300","0","15","1"
"385774","0","16","1"
"152187","1","15","1"
"89885","1","14","1"
"247067","0","12","1"
"233801","1","17","1"
"339091","1","14","1"
"392017","1","14","1"
"424050","1","20","1"
"48611","1","13","1"
"440249","0","10","1"
"220642","0","11","1"
"224237","1","12","1"
"6461","0","14","1"
"109802","0","12","1"
"181306","0","12","1"
"342307","1","17","1"
"16353","0","16","1"
"147007","0","14","1"
"281278","0","14","1"
"92818","0","16","1"
"41570","1","11","1"
"349556","0","23","1"
"144582","0","17","1"
"411897","1","22","1"
"323043","1","12","1"
"309786","1","16","1"
"402535","0","15","1"
"290502","0","10","1"
"1549","0","12","1"
"430458","1","7","1"
"139016","1","18","1"
"18676","0","10","1"
"261202","1","19","1"
"25461","0","17","1"
"432407","0","11","1"
"388882","1","12","1"
"271532","1","19","1"
"282130","1","20","1"
"307184","1","12","1"
"250598","1","13","1"
"439428","0","9","1"
"9061","0","12","1"
"218512","1","16","1"
"150128","0","10","1"
"166925","1","21","1"
"365214","0","20","1"
"313123","1","14","1"
"16238","1","16","1"
"355397","0","15","1"
"191316","1","9","1"
"227381","1","14","1"
"33990","0","20","1"
"123396","0","17","1"
"343645","0","12","1"
"8222","0","10","1"
"48808","0","13","1"
"66654","0","14","1"
"198586","0","7","1"
"110486","1","21","1"
"128629","1","12","1"
"368182","0","9","1"
"275585","0","13","1"
"138766","0","8","1"
"303430","0","13","1"
"247918","1","16","1"
"225153","1","24","1"
"224904","1","15","1"
"99389","1","10","1"
"453635","0","9","1"
"186307","1","10","1"
"87325","1","13","1"
"396735","1","16","1"
"399711","1","10","1"
"413598","1","14","1"
"114440","0","16","1"
"89044","1","18","1"
"86346","1","9","1"
"293464","0","14","1"
"436961","0","15","1"
"320220","0","15","1"
"355588","0","16","1"
"274584","0","11","1"
"419873","0","12","1"
"252412","0","10","1"
"129502","1","13","1"
"50508","0","13","1"
"160247","1","7","1"
"263014","0","18","1"
"452903","0","10","1"
"358413","0","14","1"
"110792","0","17","1"
"182484","1","10","1"
"333353","1","8","1"
"193213","0","10","1"
"295085","0","12","1"
"403905","1","15","1"
"230084","1","13","1"
"235785","1","13","1"
"304689","1","10","1"
"200153","1","14","1"
"346983","1","13","1"
"25290","0","24","1"
"340636","0","11","1"
"363241","1","14","1"
"402032","1","18","1"
"216036","0","11","1"
"311779","1","17","1"
"402432","0","11","1"
"34353","1","15","1"
"79911","1","20","1"
"351738","1","13","1"
"92500","1","16","1"
"452444","0","11","1"
"194545","1","18","1"
"311180","1","12","1"
"282930","0","9","1"
"227917","0","9","1"
"212403","0","9","1"
"47142","1","18","1"
"203693","1","20","1"
"260958","0","14","1"
"380923","0","15","1"
"133275","1","17","1"
"107957","1","13","1"
"184575","0","10","1"
"451219","1","15","1"
"208278","0","13","1"
"293027","0","10","1"
"93268","1","13","1"
"376475","0","18","1"
"187468","1","10","1"
"289360","1","16","1"
"417670","0","12","1"
"242381","0","15","1"
"11340","0","8","1"
"68827","1","11","1"
"302747","1","20","1"
"250905","0","13","1"
"240172","1","13","1"
"207371","1","10","1"
"348724","1","12","1"
"149522","0","13","1"
"168522","0","16","1"
"397633","1","11","1"
"196318","1","14","1"
"45902","1","18","1"
"383292","1","11","1"
"261648","1","17","1"
"451152","1","14","1"
"305279","1","14","1"
"71140","1","21","1"
"395562","0","11","1"
"59816","1","13","1"
"384708","0","16","1"
"145271","1","15","1"
"142043","0","17","1"
"454874","1","13","1"
"34898","1","17","1"
"286188","1","16","1"
"342305","1","15","1"
"440503","1","17","1"
"2179","0","9","1"
"60102","0","10","1"
"458937","1","6","1"
"245393","1","9","1"
"196814","1","12","1"
"329421","1","15","1"
"205667","0","14","1"
"44433","1","15","1"
"326202","0","9","1"
"373850","1","15","1"
"378658","0","15","1"
"430023","1","19","1"
"445893","0","5","1"
"80074","0","10","1"
"179886","0","13","1"
"451192","0","7","1"
"358641","1","15","1"
"296860","1","10","1"
"233560","1","15","1"
"168293","0","10","1"
"307301","1","16","1"
"54671","0","18","1"
"23683","0","14","0"
"423451","1","8","1"
"442807","0","18","1"
"359416","0","15","1"
"16460","1","16","1"
"245592","1","20","1"
"272285","1","15","1"
"87206","0","13","1"
"93966","0","6","1"
"9697","1","19","1"
"191702","1","8","1"
"245090","1","15","1"
"405567","1","10","1"
"398407","1","15","1"
"294725","0","12","1"
"433959","0","10","1"
"7184","1","13","1"
"223179","1","15","1"
"91368","0","16","1"
"185637","0","10","1"
"390073","0","15","1"
"445779","1","21","1"
"408101","1","12","1"
"370966","1","14","1"
"86428","1","17","1"
"434909","1","10","1"
"78668","0","10","1"
"208905","0","12","1"
"204446","0","14","1"
"364890","0","15","1"
"179826","0","18","1"
"65875","1","14","1"
"429546","0","18","1"
"287718","1","19","1"
"270281","0","15","1"
"140930","0","22","1"
"297173","0","17","1"
"207473","1","9","1"
"273993","1","12","1"
"12628","0","11","1"
"208669","1","15","1"
"212015","1","9","1"
"155207","1","9","1"
"415464","1","8","1"
"364930","0","4","1"
"397641","1","13","1"
"18166","1","14","1"
"299408","1","10","1"
"282669","1","8","1"
"179338","0","16","1"
"79117","1","10","1"
"293590","1","16","1"
"68540","1","16","1"
"345530","0","14","1"
"8747","0","10","1"
"432157","1","12","1"
"389041","1","15","1"
"190249","0","20","1"
"260144","1","15","1"
"338372","1","22","1"
"175328","0","7","1"
"385267","0","14","0"
"278445","1","13","1"
"423725","0","18","1"
"307641","1","17","1"
"192402","0","12","1"
"247442","0","11","1"
"317394","1","15","1"
"302213","1","20","1"
"201841","1","14","1"
"27885","1","16","1"
"430156","1","18","1"
"172756","1","18","1"
"190144","0","9","1"
"68567","0","7","1"
"139813","1","19","1"
"420978","1","13","1"
"290692","0","16","1"
"442284","1","12","1"
"364441","0","14","1"
"79439","1","12","1"
"121140","1","10","1"
"236013","0","11","1"
"439613","0","22","1"
"137083","1","11","1"
"108963","0","18","1"
"201501","1","13","1"
"357171","0","16","1"
"440735","1","14","1"
"232298","0","14","1"
"245314","1","14","1"
"215032","0","16","1"
"44692","0","7","1"
"212778","1","14","1"
"268474","0","12","1"
"42887","0","12","1"
"297836","0","13","1"
"203451","0","8","1"
"240861","0","9","1"
"87087","1","17","1"
"319011","1","11","1"
"250956","0","18","1"
"27345","0","20","1"
"456696","0","16","1"
"182776","1","15","1"
"458314","0","11","1"
"44151","1","7","1"
"40232","1","22","1"
"393489","0","14","1"
"26410","1","16","1"
"245352","0","17","0"
"124768","1","7","1"
"333150","1","18","1"
"144636","0","17","1"
"317080","0","19","1"
"103919","0","18","1"
"360084","0","22","1"
"145668","1","14","1"
"7979","1","14","1"
"140835","0","8","1"
"221988","0","21","1"
"183392","1","12","1"
"455428","1","10","1"
"338143","1","7","1"
"217586","1","14","1"
"108775","1","18","1"
"377","0","6","1"
"324693","1","17","1"
"365293","1","14","1"
"446976","0","8","1"
"331572","1","15","1"
"184422","1","13","1"
"18013","0","19","1"
"128900","0","16","1"
"116099","0","24","1"
"217747","0","17","1"
"68026","1","21","1"
"412501","1","13","1"
"10648","1","16","1"
"378358","0","13","1"
"198109","0","10","1"
"407334","0","11","1"
"309960","1","16","1"
"27485","0","5","1"
"429039","0","10","1"
"132710","1","6","1"
"260537","1","14","1"
"58924","1","15","1"
"372348","0","14","1"
"218705","1","11","1"
"334262","0","19","1"
"175063","0","11","1"
"172869","1","9","1"
"48689","0","6","1"
"123252","0","15","1"
"363949","0","11","1"
"393480","1","21","1"
"352931","1","16","1"
"435855","0","9","1"
"195631","0","17","1"
"438722","1","22","1"
"419918","1","23","1"
"91590","1","14","1"
"14591","1","17","1"
"115448","1","13","1"
"315592","1","16","1"
"348134","1","10","1"
"298161","0","16","1"
"377524","1","14","1"
"429781","1","13","1"
"159188","1","15","1"
"155360","0","8","1"
"342560","0","21","1"
"39008","1","14","1"
"186929","1","9","1"
"450463","0","16","1"
"287026","1","5","1"
"191521","1","13","1"
"324440","1","9","1"
"14029","0","13","1"
"422654","1","14","1"
"334365","0","16","1"
"42645","1","10","1"
"22022","0","17","1"
"389642","1","14","1"
"180041","1","16","1"
"414019","1","12","1"
"260943","0","6","1"
"111510","0","13","1"
"386125","0","17","1"
"309526","0","5","1"
"333402","1","11","1"
"427579","1","6","1"
"251672","1","10","1"
"396681","1","13","1"
"455973","0","9","1"
"282111","0","12","1"
"191044","0","9","1"
"156000","1","8","1"
"303848","1","21","1"
"82563","1","21","1"
"194505","1","12","1"
"272097","0","24","1"
"460279","0","16","1"
"11525","1","13","1"
"152014","0","20","1"
"326677","0","14","1"
"236726","0","11","1"
"172708","1","10","1"
"42459","1","12","1"
"382047","1","7","1"
"401853","0","12","1"
"318888","0","10","1"
"33806","1","12","1"
"155507","0","20","1"
"66656","0","20","1"
"182752","0","18","1"
"361976","1","16","1"
"221891","0","12","1"
"154055","1","17","1"
"30694","1","10","0"
"206445","0","12","1"
"418959","0","20","1"
"82824","0","13","1"
"418462","0","16","1"
"292189","1","15","1"
"2196","1","15","1"
"43607","1","11","1"
"287386","1","16","1"
"412159","0","15","1"
"265375","1","14","1"
"413813","1","12","1"
"163076","0","17","1"
"141175","0","12","1"
"314720","1","14","1"
"258606","0","15","1"
"168629","1","14","1"
"288620","0","8","1"
"161640","0","16","1"
"9706","0","16","1"
"70271","0","18","1"
"290284","1","7","1"
"336764","1","19","1"
"239406","1","17","1"
"410505","0","11","1"
"325210","0","11","1"
"176769","0","10","1"
"411466","1","7","1"
"161451","0","10","1"
"70784","1","7","1"
"165018","1","10","1"
"209969","1","13","1"
"202694","0","14","1"
"393087","1","20","1"
"98633","1","7","1"
"445767","0","18","1"
"282025","1","13","1"
"415394","1","14","1"
"101662","1","14","1"
"8634","1","20","1"
"51722","1","20","1"
"203434","0","18","1"
"2993","1","12","1"
"125842","0","14","1"
"428833","1","16","1"
"311105","0","14","1"
"168388","1","16","1"
"190591","1","12","1"
"45344","0","13","1"
"324486","1","17","1"
"230403","1","10","1"
"204100","0","16","1"
"430192","0","12","1"
"187224","1","18","1"
"49699","1","13","1"
"131236","1","13","1"
"102903","1","22","1"
"55429","0","7","1"
"86773","1","15","1"
"279017","1","20","1"
"154663","0","11","0"
"291568","1","18","1"
"256124","1","14","1"
"291232","0","13","1"
"187685","1","15","1"
"51699","1","15","1"
"227934","1","12","1"
"232391","0","18","1"
"450028","1","16","1"
"124906","1","11","1"
"185642","1","15","1"
"332112","1","15","1"
"326216","1","11","1"
"121336","1","14","1"
"431377","0","10","1"
"50186","0","14","1"
"399045","0","17","1"
"21582","1","22","1"
"159821","1","17","1"
"398118","1","16","1"
"397931","0","8","1"
"422803","1","16","1"
"327","1","6","1"
"444410","1","9","1"
"186478","0","6","1"
"338902","1","20","1"
"396552","1","14","1"
"148414","1","10","1"
"455974","0","17","1"
"28811","1","11","1"
"297848","0","13","1"
"233123","1","10","1"
"147398","0","11","1"
"351138","0","17","1"
"102132","0","9","1"
"126122","1","15","1"
"215113","0","15","1"
"437125","1","21","1"
"198641","1","8","1"
"36220","0","14","1"
"194623","1","8","1"
"160597","0","10","1"
"270805","1","11","1"
"381670","0","10","1"
"336032","1","15","1"
"316655","1","15","1"
"220546","0","11","1"
"335902","1","10","1"
"412103","1","18","1"
"150289","1","13","1"
"170506","0","15","1"
"449025","0","8","1"
"248179","0","16","1"
"87304","1","8","1"
"451042","1","18","1"
"202967","0","10","1"
"337731","0","15","1"
"175752","0","15","1"
"247075","1","14","1"
"453418","1","15","1"
"399154","1","15","1"
"52372","1","21","1"
"165865","0","15","1"
"378258","0","10","1"
"242708","1","21","1"
"49202","0","7","1"
"401382","0","12","1"
"31654","1","12","1"
"194429","1","14","1"
"51672","0","16","1"
"83588","0","10","1"
"312004","0","11","1"
"352728","1","9","1"
"350901","0","12","0"
"86369","1","14","1"
"14738","1","14","1"
"248834","1","15","1"
"413109","0","17","1"
"293492","1","10","1"
"453671","1","12","1"
"14150","1","15","1"
"378577","0","15","1"
"318421","1","12","1"
"404798","1","9","1"
"228001","1","14","1"
"341547","1","17","1"
"285550","0","20","1"
"340518","1","13","1"
"169253","0","14","1"
"274703","1","10","1"
"89571","1","22","1"
"186174","0","11","1"
"139844","1","10","1"
"139150","1","15","1"
"342056","1","15","1"
"92859","0","16","1"
"14954","0","14","1"
"259889","1","5","1"
"439427","1","14","1"
"8962","1","19","1"
"385866","1","11","1"
"57139","1","16","1"
"110376","0","13","1"
"348810","0","11","1"
"53048","1","13","1"
"73693","1","9","1"
"450446","1","12","1"
"175715","0","16","1"
"48446","1","8","1"
"278579","0","21","1"
"259468","0","8","1"
"194267","0","17","1"
"216484","0","16","1"
"287694","0","17","1"
"408743","0","13","1"
"123284","0","14","1"
"405671","1","11","1"
"103530","0","6","1"
"62097","0","13","1"
"94258","0","16","1"
"1202","0","12","1"
"78105","1","15","1"
"408917","0","15","1"
"182508","0","7","1"
"22636","0","7","1"
"167819","1","8","1"
"58895","1","14","1"
"288365","1","15","1"
"250771","1","18","1"
"307342","1","9","1"
"112080","0","13","1"
"197480","0","13","1"
"305144","0","12","1"
"251341","0","23","1"
"193175","1","20","1"
"433998","0","11","1"
"295999","1","13","1"
"224896","0","20","1"
"92622","1","11","1"
"334118","0","12","1"
"301351","0","16","1"
"334958","1","14","1"
"122281","0","14","1"
"284490","0","22","1"
"274339","1","19","1"
"221321","0","10","1"
"208743","0","12","1"
"34519","1","20","1"
"22114","1","13","1"
"364792","1","15","1"
"386922","0","14","1"
"38227","1","16","1"
"343329","1","14","1"
"363382","0","10","1"
"159743","0","17","1"
"420480","0","5","1"
"400693","0","9","1"
"41918","0","10","1"
"80456","0","14","1"
"372642","1","10","1"
"281275","1","12","1"
"108276","0","6","1"
"282958","1","14","0"
"124194","0","9","1"
"253160","1","9","1"
"77002","1","15","1"
"180050","0","14","1"
"110738","1","9","1"
"461581","1","6","1"
"247373","1","15","1"
"347757","0","13","1"
"72292","0","23","1"
"361546","0","16","1"
"286935","1","14","1"
"95502","0","17","1"
"461137","1","13","1"
"80849","0","16","1"
"281717","0","8","1"
"86118","0","19","1"
"442984","1","20","1"
"253771","1","18","1"
"419705","0","8","1"
"318459","1","13","1"
"445186","1","8","1"
"255344","1","14","1"
"206726","0","10","1"
"225105","1","19","1"
"452742","1","9","1"
"451284","1","13","1"
"399422","1","8","1"
"369201","1","13","1"
"284663","1","12","1"
"260308","0","14","1"
"208200","1","20","1"
"341418","1","22","1"
"143486","0","18","1"
"74661","0","16","1"
"267752","1","7","1"
"350232","1","18","1"
"276479","1","10","1"
"172762","0","12","1"
"16153","1","14","1"
"262581","0","11","1"
"4879","0","15","1"
"156100","0","15","1"
"312807","0","11","1"
"291989","1","14","1"
"170117","0","13","1"
"285544","1","20","1"
"296205","1","20","1"
"115104","1","14","1"
"402924","1","9","1"
"337606","1","11","1"
"319017","1","13","1"
"308134","1","11","1"
"257231","0","13","0"
"35359","0","13","1"
"195747","1","15","1"
"20078","1","10","1"
"315059","1","14","1"
"101896","1","20","1"
"216592","0","14","1"
"73076","0","8","1"
"383357","1","13","1"
"101926","1","22","1"
"228423","0","10","1"
"443221","1","9","1"
"15987","0","11","1"
"262617","0","10","1"
"354508","1","10","1"
"139070","0","8","1"
"276301","0","15","1"
"84325","0","17","1"
"302429","1","18","1"
"341291","1","16","1"
"90503","1","8","1"
"407304","1","20","1"
"303919","0","15","1"
"281206","0","13","1"
"18234","1","16","1"
"309600","0","7","1"
"364656","0","15","1"
"805","1","17","1"
"278220","1","19","1"
"189740","1","22","1"
"24481","1","6","1"
"324473","1","12","1"
"33770","0","10","1"
"79855","0","16","1"
"444403","0","13","1"
"374035","0","18","1"
"66809","0","9","1"
"111186","1","17","1"
"175680","0","20","1"
"321574","1","14","1"
"204240","0","15","1"
"425405","1","20","1"
"111395","1","10","1"
"294005","0","16","1"
"367792","1","12","1"
"222942","1","11","1"
"78779","0","8","1"
"438931","1","13","1"
"191691","0","9","1"
"118463","0","16","1"
"144457","0","14","1"
"320628","1","17","1"
"305546","0","12","1"
"43289","0","10","1"
"43791","0","10","1"
"414581","0","17","1"
"353758","0","23","1"
"165811","1","14","1"
"380472","1","8","1"
"370922","1","14","1"
"337494","0","5","1"
"194239","0","12","1"
"332216","1","10","1"
"445769","0","13","1"
"369750","1","14","1"
"370115","1","22","1"
"73368","1","21","1"
"309104","1","16","1"
"283383","1","19","1"
"351426","0","16","1"
"326961","0","17","1"
"3752","0","24","1"
"86683","1","13","1"
"147813","1","10","1"
"177786","0","17","1"
"338598","1","20","1"
"415575","0","8","1"
"57577","1","14","1"
"163102","0","18","1"
"295316","0","15","1"
"49940","0","17","1"
"322620","0","7","1"
"164651","0","15","1"
"223104","0","15","1"
"93296","0","11","1"
"321683","1","8","1"
"67612","0","13","1"
"72863","1","15","1"
"23157","0","18","1"
"160986","1","14","1"
"426522","1","9","1"
"15359","0","13","1"
"265198","0","14","1"
"101490","0","16","1"
"227871","0","16","1"
"364916","1","8","1"
"90981","1","18","1"
"161733","0","17","1"
"270869","1","22","1"
"65326","1","9","1"
"152654","1","15","1"
"447339","1","13","1"
"440536","0","15","1"
"7670","1","16","1"
"69970","0","15","1"
"260916","1","18","1"
"211862","1","14","1"
"72421","1","13","1"
"160848","0","15","1"
"279457","1","15","1"
"195086","0","17","1"
"202600","1","21","1"
"362621","0","16","1"
"186953","1","15","1"
"4063","1","16","1"
"185273","1","8","1"
"374615","1","15","1"
"344909","0","19","1"
"82631","0","16","1"
"31791","1","18","1"
"133482","1","13","1"
"254746","0","12","1"
"370144","1","11","1"
"190619","1","22","1"
"212312","1","13","1"
"208748","0","11","1"
